cycle_id,cell_id,timestamp,voltage_mean,voltage_min,voltage_max,current_mean,current_max,temperature_mean,temperature_max,soc_min,soc_max,charge_time_min,discharge_time_min,soh_ground_truth
161,cell_12,2024-02-10 00:00:00,3.6825,3.5263,3.8434,0.9597,1.4804,25.72,35.58,0.1481,0.9557,127.81,114.03,97.541
162,cell_12,2024-02-10 06:00:00,3.6923,3.5363,3.8435,0.9726,1.4726,22.67,30.75,0.1447,0.9393,124.98,116.86,97.61
163,cell_12,2024-02-10 12:00:00,3.6922,3.5346,3.8451,1.0601,1.5601,22.58,32.88,0.1267,0.9561,109.87,104.73,96.98
164,cell_12,2024-02-10 18:00:00,3.6947,3.5361,3.8604,1.0764,1.5764,26.1,35.65,0.132,0.9462,112.21,103.08,96.554
165,cell_12,2024-02-11 00:00:00,3.689,3.5268,3.8405,0.8239,1.3239,25.55,33.55,0.1531,0.9486,136.84,140.12,97.033
166,cell_12,2024-02-11 06:00:00,3.6875,3.5269,3.8475,1.0599,1.5599,27.02,35.02,0.1502,0.9481,113.11,105.86,97.334
167,cell_12,2024-02-11 12:00:00,3.6802,3.5239,3.8315,0.8838,1.3838,27.77,35.77,0.1656,0.96,135.97,131.11,97.475
168,cell_12,2024-02-11 18:00:00,3.6994,3.5345,3.851,0.9968,1.534,24.55,32.55,0.1457,0.9689,117.47,110.93,96.693
169,cell_12,2024-02-12 00:00:00,3.6811,3.5185,3.8328,0.9307,1.4953,24.47,37.83,0.1613,0.9415,123.16,121.53,96.517
170,cell_12,2024-02-12 06:00:00,3.7052,3.5471,3.8568,0.9726,1.5049,22.97,34.3,0.1194,0.9614,116.78,113.76,96.775
171,cell_12,2024-02-12 12:00:00,3.6986,3.5408,3.8501,1.0052,1.5052,25.78,36.09,0.131,0.9492,117.32,110.64,96.891
172,cell_12,2024-02-12 18:00:00,3.7054,3.5489,3.8617,1.0265,1.5292,21.91,30.81,0.1553,0.9586,112.15,107.67,97.673
173,cell_12,2024-02-13 00:00:00,3.6867,3.5276,3.8407,1.0715,1.6231,23.54,31.54,0.1503,0.954,104.7,105.0,97.08
174,cell_12,2024-02-13 06:00:00,3.7145,3.5576,3.8679,0.9327,1.4733,25.46,33.46,0.1648,0.9449,129.52,113.44,97.242
175,cell_12,2024-02-13 12:00:00,3.7183,3.5611,3.8791,1.0578,1.5833,24.01,32.01,0.1735,0.9448,113.77,106.97,97.377
176,cell_12,2024-02-13 18:00:00,3.6957,3.5361,3.8472,0.9861,1.4861,24.93,32.93,0.1744,0.9489,115.55,112.3,96.912
177,cell_12,2024-02-14 00:00:00,3.6995,3.5337,3.851,0.9872,1.539,24.69,34.12,0.1817,0.9547,112.2,114.76,97.077
178,cell_12,2024-02-14 06:00:00,3.6956,3.5384,3.847,1.085,1.6523,23.33,31.64,0.1864,0.9561,104.6,96.79,97.123
179,cell_12,2024-02-14 12:00:00,3.7059,3.549,3.8573,1.0421,1.5831,21.9,31.61,0.1429,0.9808,112.7,104.03,97.229
180,cell_12,2024-02-14 18:00:00,3.7034,3.5434,3.8549,0.9159,1.563,26.05,34.53,0.196,0.9566,129.49,121.6,97.008
181,cell_12,2024-02-15 00:00:00,3.6783,3.5217,3.8298,0.9961,1.5335,24.73,32.73,0.2078,0.9382,116.16,111.0,97.36
182,cell_12,2024-02-15 06:00:00,3.6878,3.5312,3.8441,0.9626,1.52,25.51,33.51,0.124,0.9637,125.73,110.58,97.378
183,cell_12,2024-02-15 12:00:00,3.6994,3.5418,3.8552,0.9783,1.5103,24.91,33.69,0.1382,0.9571,116.11,107.68,96.962
184,cell_12,2024-02-15 18:00:00,3.7036,3.5419,3.855,0.9934,1.4934,24.89,33.44,0.1572,0.9495,122.7,110.49,97.267
185,cell_12,2024-02-16 00:00:00,3.6972,3.5401,3.8486,1.0232,1.5232,25.25,33.25,0.1546,0.9401,115.63,107.3,97.156
186,cell_12,2024-02-16 06:00:00,3.6798,3.5144,3.8452,0.9372,1.4372,24.71,32.71,0.1163,0.9484,128.39,117.5,97.837
187,cell_12,2024-02-16 12:00:00,3.7011,3.5436,3.8687,0.9889,1.4889,24.49,32.49,0.131,0.9629,118.2,117.01,97.017
188,cell_12,2024-02-16 18:00:00,3.7135,3.5557,3.8651,0.9803,1.4803,23.49,31.49,0.1543,0.9562,124.51,109.16,96.864
189,cell_12,2024-02-17 00:00:00,3.6719,3.5133,3.8245,1.0192,1.5192,28.72,36.72,0.1456,0.9647,109.9,110.47,96.578
190,cell_12,2024-02-17 06:00:00,3.704,3.5451,3.8558,0.9974,1.4975,26.51,36.07,0.1624,0.9642,115.49,106.53,96.432
191,cell_12,2024-02-17 12:00:00,3.7137,3.5428,3.8755,1.0469,1.6065,27.24,35.24,0.1891,0.9532,108.45,100.46,96.901
192,cell_12,2024-02-17 18:00:00,3.7038,3.5444,3.8788,1.0129,1.5129,26.9,34.9,0.1251,0.9197,111.38,109.69,96.23
193,cell_12,2024-02-18 00:00:00,3.695,3.5266,3.8464,1.0302,1.5748,24.58,34.57,0.1963,0.9421,116.8,111.48,97.23
194,cell_12,2024-02-18 06:00:00,3.703,3.543,3.8667,1.0116,1.5251,24.73,35.45,0.1876,0.9357,114.71,106.25,96.0
195,cell_12,2024-02-18 12:00:00,3.6936,3.5308,3.8528,0.9425,1.4613,25.0,33.0,0.1155,0.9653,117.76,117.02,96.309
196,cell_12,2024-02-18 18:00:00,3.7008,3.5431,3.8523,0.9813,1.4813,24.45,32.45,0.1261,0.9563,123.61,114.14,96.918
197,cell_12,2024-02-19 00:00:00,3.6957,3.5135,3.8474,0.9666,1.5712,26.32,34.32,0.1419,0.949,115.67,115.97,96.607
198,cell_12,2024-02-19 06:00:00,3.6961,3.5377,3.8725,1.0379,1.5379,23.78,32.34,0.1309,0.9459,114.08,107.3,96.637
199,cell_12,2024-02-19 12:00:00,3.6869,3.5279,3.8464,1.0426,1.5426,23.4,31.4,0.1616,0.962,112.91,109.78,96.376
200,cell_12,2024-02-19 18:00:00,3.6902,3.5289,3.8515,0.9959,1.5018,23.06,31.06,0.1627,0.9422,120.12,106.82,96.544
201,cell_12,2024-02-20 00:00:00,3.7114,3.5534,3.863,1.0073,1.527,24.51,34.44,0.1528,0.9382,116.9,112.33,96.787
202,cell_12,2024-02-20 06:00:00,3.6883,3.5271,3.8407,0.921,1.4323,24.29,32.78,0.1575,0.9374,124.02,124.84,96.332
203,cell_12,2024-02-20 12:00:00,3.6752,3.5165,3.8269,0.9805,1.4805,24.07,35.17,0.1473,0.9522,114.59,110.42,96.503
204,cell_12,2024-02-20 18:00:00,3.73,3.5715,3.8893,0.8749,1.4012,25.13,33.21,0.1579,0.943,133.0,129.54,96.584
205,cell_12,2024-02-21 00:00:00,3.6904,3.5316,3.8421,1.0405,1.5705,23.25,34.2,0.1883,0.9611,106.1,107.0,96.501
206,cell_12,2024-02-21 06:00:00,3.6925,3.5305,3.8441,1.1114,1.6114,26.11,34.11,0.1023,0.9509,104.77,96.95,96.807
207,cell_12,2024-02-21 12:00:00,3.6911,3.5329,3.8427,0.9733,1.5652,23.35,31.35,0.1504,0.937,115.34,112.15,96.72
208,cell_12,2024-02-21 18:00:00,3.695,3.5364,3.8708,1.0114,1.5335,23.24,31.24,0.1593,0.9485,116.21,113.14,96.551
209,cell_12,2024-02-22 00:00:00,3.6865,3.5267,3.8385,1.0209,1.5209,24.03,35.68,0.148,0.9411,111.93,107.07,96.07
210,cell_12,2024-02-22 06:00:00,3.7099,3.5352,3.8652,0.9432,1.5053,24.79,32.79,0.1563,0.9496,126.14,114.26,96.64
211,cell_12,2024-02-22 12:00:00,3.692,3.5189,3.844,0.9934,1.4934,26.29,37.45,0.174,0.9617,117.02,115.93,96.008
212,cell_12,2024-02-22 18:00:00,3.6848,3.5268,3.8364,1.0234,1.5234,24.89,32.89,0.1397,0.9492,113.51,105.6,96.818
213,cell_12,2024-02-23 00:00:00,3.6654,3.5054,3.8173,1.0084,1.5084,22.59,30.59,0.1942,0.9441,116.08,103.33,96.032
214,cell_12,2024-02-23 06:00:00,3.7055,3.5464,3.861,1.003,1.503,25.73,35.13,0.1203,0.9552,112.08,106.06,96.362
215,cell_12,2024-02-23 12:00:00,3.6903,3.5315,3.8421,0.9852,1.5253,25.7,33.7,0.1624,0.9464,122.49,117.12,96.476
216,cell_12,2024-02-23 18:00:00,3.6981,3.5387,3.858,0.9592,1.4977,24.13,32.74,0.1497,0.956,115.22,112.09,96.226
217,cell_12,2024-02-24 00:00:00,3.6853,3.5262,3.8371,1.0338,1.6154,25.26,33.66,0.1552,0.954,110.12,110.32,96.379
218,cell_12,2024-02-24 06:00:00,3.6951,3.5352,3.847,1.088,1.588,27.15,35.52,0.1652,0.9401,101.27,104.61,96.076
219,cell_12,2024-02-24 12:00:00,3.6948,3.5231,3.8582,0.8997,1.4281,23.7,35.0,0.1376,0.9375,130.12,116.39,96.728
220,cell_12,2024-02-24 18:00:00,3.7035,3.5336,3.8708,0.8923,1.4563,26.44,34.95,0.172,0.947,127.85,125.96,96.222
221,cell_12,2024-02-25 00:00:00,3.6956,3.5306,3.8477,0.9393,1.4474,26.9,35.14,0.1895,0.9547,117.19,117.02,95.977
222,cell_12,2024-02-25 06:00:00,3.6829,3.5157,3.8349,0.9779,1.5272,25.26,33.26,0.1442,0.9679,119.87,113.48,96.085
223,cell_12,2024-02-25 12:00:00,3.7186,3.5509,3.8715,0.9869,1.4869,23.16,32.23,0.1396,0.9393,122.53,110.56,96.352
224,cell_12,2024-02-25 18:00:00,3.6985,3.534,3.871,1.0064,1.5721,26.96,35.85,0.1753,0.9405,110.12,104.6,96.129
225,cell_12,2024-02-26 00:00:00,3.6847,3.511,3.8366,1.0036,1.5036,26.37,34.37,0.1696,0.9603,111.65,104.97,96.067
226,cell_12,2024-02-26 06:00:00,3.6953,3.5342,3.8475,0.9931,1.4931,25.82,35.71,0.1187,0.9524,112.87,104.25,95.582
227,cell_12,2024-02-26 12:00:00,3.6984,3.5393,3.8503,1.0636,1.5636,24.92,32.92,0.1611,0.9487,110.67,100.69,96.359
228,cell_12,2024-02-26 18:00:00,3.699,3.5393,3.851,0.9537,1.4537,26.74,35.9,0.1655,0.9572,119.57,116.77,96.117
229,cell_12,2024-02-27 00:00:00,3.6975,3.5371,3.8539,1.0454,1.5672,23.72,31.72,0.1489,0.9629,112.86,102.15,95.879
230,cell_12,2024-02-27 06:00:00,3.6966,3.5369,3.8575,1.0993,1.6218,26.29,36.11,0.18,0.9608,104.53,98.41,96.11
231,cell_12,2024-02-27 12:00:00,3.7038,3.5286,3.8586,0.9265,1.4265,24.52,32.52,0.1179,0.9434,118.95,119.76,96.429
232,cell_12,2024-02-27 18:00:00,3.7016,3.5332,3.8618,0.9025,1.4025,22.49,31.84,0.107,0.9548,123.77,123.28,96.227
233,cell_12,2024-02-28 00:00:00,3.7024,3.5316,3.8541,1.0093,1.5906,23.49,34.05,0.1713,0.9618,112.79,113.26,96.603
234,cell_12,2024-02-28 06:00:00,3.6766,3.5173,3.8285,1.0323,1.5323,25.61,34.43,0.1337,0.9476,113.41,104.75,96.274
235,cell_12,2024-02-28 12:00:00,3.6758,3.5144,3.836,1.0018,1.5018,25.33,35.64,0.1493,0.9542,116.38,111.21,95.433
236,cell_12,2024-02-28 18:00:00,3.6867,3.5218,3.8385,0.8937,1.4097,25.66,33.66,0.1273,0.9446,131.24,120.95,96.39
237,cell_12,2024-02-29 00:00:00,3.6907,3.5252,3.843,0.9157,1.4157,24.45,32.45,0.167,0.9409,119.66,121.52,95.489
238,cell_12,2024-02-29 06:00:00,3.687,3.5238,3.8408,0.9746,1.4746,25.32,33.32,0.1568,0.9546,117.16,117.9,96.417
239,cell_12,2024-02-29 12:00:00,3.6843,3.5018,3.837,1.0208,1.5604,25.94,33.94,0.1473,0.9597,114.71,105.67,96.278
240,cell_12,2024-02-29 18:00:00,3.6972,3.5326,3.8489,0.9823,1.4823,28.54,36.54,0.1253,0.9581,119.55,111.96,96.516
241,cell_12,2024-03-01 00:00:00,3.6855,3.5259,3.8533,1.0107,1.5107,24.41,32.57,0.1468,0.9371,115.06,105.58,96.145
242,cell_12,2024-03-01 06:00:00,3.6701,3.5104,3.8408,1.0093,1.5093,26.54,36.42,0.1567,0.9636,113.41,108.8,96.098
243,cell_12,2024-03-01 12:00:00,3.681,3.5135,3.8424,1.0466,1.5595,25.97,36.5,0.1394,0.9563,105.09,105.18,96.384
244,cell_12,2024-03-01 18:00:00,3.6874,3.5189,3.8439,0.942,1.5107,25.18,33.18,0.14,0.9618,122.59,119.57,95.659
245,cell_12,2024-03-02 00:00:00,3.6915,3.5217,3.8572,1.0044,1.5214,23.05,31.05,0.1502,0.9413,111.99,112.22,96.024
246,cell_12,2024-03-02 06:00:00,3.7029,3.5376,3.8565,1.0719,1.5977,27.08,35.08,0.1635,0.959,105.82,101.12,95.943
247,cell_12,2024-03-02 12:00:00,3.6982,3.5379,3.8502,0.9605,1.4605,25.37,33.37,0.1585,0.957,120.96,109.87,95.883
248,cell_12,2024-03-02 18:00:00,3.6737,3.4979,3.8258,0.9687,1.478,24.11,32.11,0.1735,0.938,118.48,109.86,95.841
249,cell_12,2024-03-03 00:00:00,3.7086,3.5353,3.8606,1.0043,1.5043,23.67,31.71,0.1482,0.955,114.0,109.06,96.06
250,cell_12,2024-03-03 06:00:00,3.6923,3.5329,3.8535,0.9471,1.4929,25.39,33.39,0.1703,0.9403,120.77,121.55,96.228
251,cell_12,2024-03-03 12:00:00,3.6954,3.5329,3.8471,0.9418,1.4475,23.59,31.59,0.1267,0.9508,126.16,118.96,96.458
252,cell_12,2024-03-03 18:00:00,3.6951,3.5331,3.8471,0.9826,1.4826,24.15,34.09,0.158,0.9738,117.08,108.57,95.927
253,cell_12,2024-03-04 00:00:00,3.6853,3.5251,3.8374,0.9878,1.5131,24.11,32.47,0.1569,0.9535,117.9,116.42,95.902
254,cell_12,2024-03-04 06:00:00,3.6984,3.5363,3.8508,1.0376,1.5376,25.07,33.86,0.1972,0.9495,105.59,108.25,95.166
255,cell_12,2024-03-04 12:00:00,3.6752,3.5106,3.827,0.9552,1.4552,25.9,34.8,0.1366,0.9358,122.51,114.42,96.452
256,cell_12,2024-03-04 18:00:00,3.7059,3.5434,3.8593,1.0015,1.5015,24.52,33.76,0.126,0.9536,108.79,110.24,95.006
257,cell_12,2024-03-05 00:00:00,3.6952,3.5341,3.8577,1.0617,1.6508,24.68,32.99,0.1346,0.9491,110.94,98.45,95.558
258,cell_12,2024-03-05 06:00:00,3.6969,3.5185,3.8491,1.0587,1.5587,25.16,33.16,0.1374,0.9306,102.95,108.06,95.502
259,cell_12,2024-03-05 12:00:00,3.6988,3.5339,3.852,0.9945,1.4945,23.88,34.91,0.1582,0.9397,118.31,105.8,95.711
260,cell_12,2024-03-05 18:00:00,3.6883,3.5224,3.8407,1.0094,1.5441,24.12,33.4,0.1248,0.9596,113.44,111.44,95.15
261,cell_12,2024-03-06 00:00:00,3.7061,3.5451,3.8583,0.9547,1.4553,24.3,32.3,0.1569,0.9636,122.63,113.85,95.586
262,cell_12,2024-03-06 06:00:00,3.6866,3.5264,3.8387,1.0144,1.5144,25.43,33.43,0.1507,0.9514,110.55,110.59,95.902
263,cell_12,2024-03-06 12:00:00,3.6832,3.5178,3.8453,1.0765,1.6777,27.41,39.39,0.1683,0.9608,106.71,99.3,95.484
264,cell_12,2024-03-06 18:00:00,3.6942,3.5271,3.8466,1.065,1.565,23.13,31.13,0.1624,0.951,110.91,101.95,95.151
265,cell_12,2024-03-07 00:00:00,3.6787,3.5082,3.8334,0.9989,1.4989,25.36,33.36,0.1666,0.9431,110.82,109.49,94.974
266,cell_12,2024-03-07 06:00:00,3.6881,3.5278,3.8454,1.0173,1.5173,24.66,32.66,0.1598,0.9727,107.72,106.44,95.86
267,cell_12,2024-03-07 12:00:00,3.6955,3.5337,3.856,0.9632,1.4632,24.75,33.65,0.1734,0.9366,121.71,112.36,95.282
268,cell_12,2024-03-07 18:00:00,3.7002,3.5325,3.8726,0.9535,1.4535,24.27,32.27,0.1202,0.9549,122.25,119.52,95.201
269,cell_12,2024-03-08 00:00:00,3.6937,3.5338,3.8457,0.9818,1.4876,26.71,34.98,0.1209,0.9442,113.27,110.96,96.031
270,cell_12,2024-03-08 06:00:00,3.6843,3.515,3.8365,1.0135,1.5135,21.36,33.98,0.1496,0.9486,111.34,103.63,95.55
271,cell_12,2024-03-08 12:00:00,3.6899,3.5287,3.8491,1.0361,1.5728,23.3,31.3,0.1517,0.9666,109.71,104.94,95.512
272,cell_12,2024-03-08 18:00:00,3.6868,3.523,3.8626,0.996,1.5437,26.64,34.64,0.1295,0.9511,109.94,114.16,95.661
273,cell_12,2024-03-09 00:00:00,3.6909,3.5042,3.8436,1.022,1.522,26.75,34.87,0.1612,0.9474,109.71,102.74,94.564
274,cell_12,2024-03-09 06:00:00,3.687,3.5258,3.8393,0.8724,1.3952,27.64,35.64,0.1239,0.9452,126.02,122.23,95.493
275,cell_12,2024-03-09 12:00:00,3.6835,3.521,3.8358,1.0085,1.5085,25.46,34.49,0.1446,0.9563,119.28,105.37,95.534
276,cell_12,2024-03-09 18:00:00,3.6813,3.5182,3.8339,0.969,1.469,25.72,35.51,0.1496,0.9412,123.17,110.13,94.886
277,cell_12,2024-03-10 00:00:00,3.6745,3.5126,3.8411,0.9375,1.455,22.21,30.21,0.1614,0.9516,122.73,115.49,95.246
278,cell_12,2024-03-10 06:00:00,3.7038,3.5359,3.8561,1.0227,1.566,25.0,33.0,0.1399,0.9493,111.6,104.39,95.31
279,cell_12,2024-03-10 12:00:00,3.6994,3.5364,3.852,1.0724,1.5889,25.84,34.21,0.1743,0.9428,111.04,97.46,94.808
280,cell_12,2024-03-10 18:00:00,3.6807,3.5113,3.833,0.9993,1.4993,24.27,33.42,0.1836,0.9364,116.35,106.88,95.294
281,cell_12,2024-03-11 00:00:00,3.6988,3.5358,3.8774,1.044,1.5472,24.86,38.2,0.1808,0.951,104.99,102.63,94.829
282,cell_12,2024-03-11 06:00:00,3.6941,3.5336,3.8463,0.9791,1.5036,26.85,34.85,0.1862,0.9469,114.03,111.42,95.798
283,cell_12,2024-03-11 12:00:00,3.6797,3.5174,3.8513,1.1026,1.6026,27.19,36.26,0.1713,0.9529,105.07,99.9,95.069
284,cell_12,2024-03-11 18:00:00,3.6823,3.5203,3.8347,0.9212,1.4212,25.38,33.38,0.1623,0.929,129.55,120.76,95.19
285,cell_12,2024-03-12 00:00:00,3.6903,3.5266,3.8576,0.995,1.495,24.92,32.92,0.135,0.9461,112.1,112.03,94.532
286,cell_12,2024-03-12 06:00:00,3.7001,3.538,3.8526,1.0376,1.5663,26.09,34.13,0.1387,0.9592,105.82,101.79,95.139
287,cell_12,2024-03-12 12:00:00,3.699,3.5375,3.8513,0.9985,1.4985,24.45,33.27,0.169,0.9342,117.61,110.23,95.386
288,cell_12,2024-03-12 18:00:00,3.6867,3.5236,3.8394,1.0688,1.5808,26.57,34.59,0.1144,0.9694,103.25,97.7,94.752
289,cell_12,2024-03-13 00:00:00,3.6969,3.5218,3.8495,0.8963,1.3963,24.21,32.76,0.1765,0.9543,121.87,122.17,94.863
290,cell_12,2024-03-13 06:00:00,3.6906,3.5204,3.8529,0.9944,1.508,26.13,34.13,0.1379,0.9492,116.58,113.48,94.807
291,cell_12,2024-03-13 12:00:00,3.6847,3.5213,3.8373,0.9875,1.4875,24.97,32.97,0.1393,0.9517,115.57,113.56,94.674
292,cell_12,2024-03-13 18:00:00,3.7016,3.5381,3.8649,0.9945,1.51,24.07,33.72,0.1655,0.9421,113.5,109.71,94.631
293,cell_12,2024-03-14 00:00:00,3.6946,3.5329,3.8469,0.9209,1.4649,25.54,35.59,0.1556,0.9648,118.68,115.24,95.329
294,cell_12,2024-03-14 06:00:00,3.6969,3.5333,3.8497,0.9854,1.4854,24.41,34.37,0.1416,0.9524,109.53,105.22,94.547
295,cell_12,2024-03-14 12:00:00,3.6806,3.5166,3.8334,0.9831,1.511,26.49,35.84,0.1318,0.9513,114.25,108.83,94.391
296,cell_12,2024-03-14 18:00:00,3.687,3.5212,3.8577,1.0122,1.5244,23.51,31.51,0.12,0.9607,113.51,105.6,94.767
297,cell_12,2024-03-15 00:00:00,3.7006,3.538,3.8583,1.0549,1.5549,25.34,33.34,0.1067,0.9545,112.07,104.49,94.942
298,cell_12,2024-03-15 06:00:00,3.6898,3.5276,3.8451,1.0056,1.5056,23.9,33.73,0.1793,0.9439,114.59,103.35,95.101
299,cell_12,2024-03-15 12:00:00,3.6898,3.5264,3.8424,1.0209,1.5209,26.8,34.8,0.1457,0.9503,111.13,100.65,94.66
300,cell_12,2024-03-15 18:00:00,3.6815,3.5105,3.8341,1.0629,1.5629,26.07,34.07,0.1322,0.9563,103.51,104.04,94.75
301,cell_12,2024-03-16 00:00:00,3.6946,3.5259,3.8471,1.0595,1.5595,24.93,37.23,0.165,0.9512,104.01,103.41,95.089
302,cell_12,2024-03-16 06:00:00,3.682,3.5044,3.8476,0.8808,1.3808,24.98,33.99,0.1344,0.9372,131.14,121.32,95.198
303,cell_12,2024-03-16 12:00:00,3.6966,3.5212,3.849,1.0399,1.5399,27.53,35.85,0.1348,0.9646,108.38,107.16,95.3
304,cell_12,2024-03-16 18:00:00,3.6827,3.5204,3.8351,1.0396,1.6232,26.14,34.14,0.1738,0.9522,105.97,103.64,95.07
305,cell_12,2024-03-17 00:00:00,3.6895,3.5256,3.8512,0.9869,1.5721,23.87,31.87,0.1648,0.9467,113.65,112.43,94.429
306,cell_12,2024-03-17 06:00:00,3.7077,3.5409,3.8604,0.9771,1.4771,26.4,36.07,0.1537,0.9571,119.0,114.37,94.664
307,cell_12,2024-03-17 12:00:00,3.6966,3.5349,3.8507,0.9435,1.4435,24.16,32.16,0.1389,0.9457,116.09,118.13,95.303
308,cell_12,2024-03-17 18:00:00,3.6897,3.526,3.842,0.9029,1.4757,25.23,34.03,0.1547,0.9353,122.21,126.01,95.458
309,cell_12,2024-03-18 00:00:00,3.7009,3.5382,3.8537,1.0425,1.5425,21.85,29.85,0.1616,0.9506,110.17,99.1,94.9
310,cell_12,2024-03-18 06:00:00,3.6851,3.5131,3.8376,1.0383,1.5896,26.22,34.22,0.1552,0.9573,110.21,100.08,94.874
311,cell_12,2024-03-18 12:00:00,3.6821,3.5092,3.8348,0.995,1.5268,24.0,32.0,0.1743,0.9479,110.18,111.74,94.626
312,cell_12,2024-03-18 18:00:00,3.6894,3.5278,3.8481,1.0355,1.5355,24.69,32.88,0.13,0.9483,111.62,107.51,95.353
313,cell_12,2024-03-19 00:00:00,3.7029,3.5394,3.8556,1.0512,1.6208,22.91,30.91,0.1448,0.9487,109.43,101.81,94.609
314,cell_12,2024-03-19 06:00:00,3.7037,3.5324,3.8559,0.9102,1.4102,25.27,33.27,0.1611,0.9496,120.67,120.04,95.515
315,cell_12,2024-03-19 12:00:00,3.6874,3.5246,3.8404,1.0125,1.5545,25.11,34.38,0.1385,0.9521,115.02,103.52,94.902
316,cell_12,2024-03-19 18:00:00,3.6886,3.5245,3.8452,0.9879,1.4879,23.09,31.49,0.1691,0.9586,110.14,107.03,94.325
317,cell_12,2024-03-20 00:00:00,3.6953,3.5304,3.8527,1.0216,1.5216,25.05,33.98,0.1769,0.958,113.32,100.28,94.048
318,cell_12,2024-03-20 06:00:00,3.716,3.5484,3.8767,1.0093,1.6115,24.6,33.05,0.1512,0.9709,109.45,101.5,94.502
319,cell_12,2024-03-20 12:00:00,3.6894,3.5258,3.8422,1.0385,1.5385,26.84,34.84,0.1577,0.968,106.25,105.52,94.545
320,cell_12,2024-03-20 18:00:00,3.7056,3.5418,3.8631,0.9209,1.4209,23.94,31.94,0.1458,0.942,125.22,118.12,94.488
321,cell_12,2024-03-21 00:00:00,3.6944,3.5293,3.8472,1.0657,1.6064,25.72,34.3,0.1441,0.9483,108.23,103.32,94.585
322,cell_12,2024-03-21 06:00:00,3.701,3.5303,3.8535,0.9738,1.5358,22.79,30.79,0.1757,0.9578,114.37,109.87,94.999
323,cell_12,2024-03-21 12:00:00,3.7023,3.5392,3.8575,0.9933,1.4933,25.12,33.12,0.1333,0.9327,119.82,112.26,94.769
324,cell_12,2024-03-21 18:00:00,3.6937,3.5303,3.8556,0.912,1.4841,25.54,37.6,0.1665,0.9537,123.13,116.76,94.642
325,cell_12,2024-03-22 00:00:00,3.6921,3.5294,3.8446,0.9948,1.4948,25.61,34.58,0.1401,0.942,113.42,106.58,94.926
326,cell_12,2024-03-22 06:00:00,3.6894,3.52,3.8563,0.9991,1.4991,24.82,35.32,0.1331,0.95,109.88,108.72,94.308
327,cell_12,2024-03-22 12:00:00,3.6957,3.5268,3.8598,0.996,1.496,27.6,36.28,0.1702,0.9507,109.17,109.02,94.797
328,cell_12,2024-03-22 18:00:00,3.7041,3.541,3.8604,0.9632,1.4632,24.46,32.46,0.1639,0.9329,121.87,114.82,94.792
329,cell_12,2024-03-23 00:00:00,3.7058,3.5434,3.8583,0.939,1.439,25.72,33.72,0.1369,0.9748,119.44,114.87,95.033
330,cell_12,2024-03-23 06:00:00,3.7034,3.538,3.8778,1.0321,1.5524,24.53,32.53,0.1466,0.9452,109.39,108.92,94.172
331,cell_12,2024-03-23 12:00:00,3.6868,3.521,3.8425,0.9131,1.4234,23.74,34.49,0.1475,0.9649,127.48,117.63,94.323
332,cell_12,2024-03-23 18:00:00,3.6858,3.5217,3.8401,1.0402,1.5402,23.22,33.01,0.1547,0.9342,104.56,98.12,94.34
333,cell_12,2024-03-24 00:00:00,3.6838,3.5206,3.8376,1.0847,1.595,23.63,31.63,0.1402,0.944,106.03,100.37,94.727
334,cell_12,2024-03-24 06:00:00,3.6935,3.5276,3.8517,1.1108,1.6108,25.91,35.43,0.1847,0.9584,100.85,99.81,94.65
335,cell_12,2024-03-24 12:00:00,3.7015,3.5367,3.8634,0.9458,1.4458,26.99,36.34,0.1278,0.948,124.25,114.2,94.754
336,cell_12,2024-03-24 18:00:00,3.6853,3.516,3.8383,1.0295,1.5504,25.9,34.06,0.1197,0.9584,108.29,101.92,93.951
337,cell_12,2024-03-25 00:00:00,3.6907,3.5283,3.8432,0.9719,1.4719,24.5,33.45,0.1477,0.9567,122.65,112.05,95.025
338,cell_12,2024-03-25 06:00:00,3.6984,3.5222,3.8615,1.0612,1.5612,24.06,33.2,0.1103,0.9421,105.68,103.56,94.654
339,cell_12,2024-03-25 12:00:00,3.6889,3.5258,3.8415,1.0197,1.5576,25.25,34.02,0.1345,0.9626,106.28,107.34,94.749
340,cell_12,2024-03-25 18:00:00,3.6901,3.5129,3.8428,0.9854,1.4854,23.44,31.74,0.1373,0.9561,115.86,108.49,94.694
341,cell_12,2024-03-26 00:00:00,3.7027,3.5365,3.8555,0.9545,1.5071,26.33,34.5,0.1503,0.9359,114.28,111.34,94.395
342,cell_12,2024-03-26 06:00:00,3.6923,3.5292,3.845,0.9815,1.4815,25.55,33.55,0.1461,0.9514,111.65,113.63,94.739
343,cell_12,2024-03-26 12:00:00,3.6847,3.5129,3.8412,0.9663,1.5101,23.55,33.37,0.1547,0.9569,117.28,108.81,94.606
344,cell_12,2024-03-26 18:00:00,3.6929,3.5294,3.8513,0.9988,1.5707,27.24,39.2,0.1344,0.9493,111.24,106.67,94.602
345,cell_12,2024-03-27 00:00:00,3.6959,3.5319,3.8487,1.0014,1.5014,23.19,31.19,0.1424,0.9508,113.62,109.31,94.401
346,cell_12,2024-03-27 06:00:00,3.7164,3.5416,3.8705,0.9723,1.5159,25.08,33.15,0.1616,0.9552,118.14,109.48,94.223
347,cell_12,2024-03-27 12:00:00,3.706,3.5406,3.859,0.9678,1.4993,26.25,34.25,0.1046,0.934,121.02,109.34,93.845
