cell_id,usage_profile,cycle_id,timestamp,voltage_mean,voltage_min,voltage_max,current_mean,current_max,temperature_mean,temperature_max,soc_min,soc_max,charge_time_min,discharge_time_min,soh_ground_truth,charge_time,discharge_depth,c_rate,internal_resistance_proxy,cumulative_time_above_40C,cumulative_deep_dod_cycles,cumulative_cycle_count
CELL_08,moderate,131,2025-01-18 09:48:42,3.611,3.053,4.221,4.917,6.58,32.95,36.1,23.4,97.14,60.38,41.89,98.363,60.38,73.74000000000001,0.9833999999999999,0.7023451593505713,70,73,131
CELL_08,moderate,132,2025-01-18 12:42:32,3.635,3.069,4.228,4.023,5.643,35.75,40.16,13.29,96.52,73.31,61.33,98.328,73.31,83.22999999999999,0.8046,0.7154320987654319,71,74,132
CELL_08,moderate,133,2025-01-18 15:57:29,3.635,3.097,4.204,4.577,5.84,36.14,41.05,22.49,99.85,69.19,51.45,98.319,69.19,77.36,0.9154,0.8764845605700712,72,74,133
CELL_08,moderate,134,2025-01-18 19:43:08,3.622,2.974,4.266,4.187,5.175,34.22,41.03,14.51,97.91,67.9,60.96,98.302,67.9,83.39999999999999,0.8374,1.3076923076923082,73,75,134
CELL_08,moderate,135,2025-01-18 22:58:34,3.655,3.048,4.192,4.99,6.121,37.38,41.43,14.0,98.08,57.34,50.45,98.286,57.34,84.08,0.998,1.011494252873563,74,76,135
CELL_08,moderate,136,2025-01-19 01:24:22,3.64,3.06,4.186,4.765,6.791,33.69,37.72,15.92,97.41,61.26,52.08,98.277,61.26,81.49,0.953,0.5557749259624875,74,77,136
CELL_08,moderate,137,2025-01-19 03:37:40,3.655,3.081,4.259,5.412,8.015,32.59,36.03,23.81,98.6,58.3,40.08,98.266,58.3,74.78999999999999,1.0824,0.4525547445255475,74,77,137
CELL_08,moderate,138,2025-01-19 06:19:17,3.578,2.924,4.194,4.94,6.537,33.29,40.29,17.15,99.09,62.99,50.77,98.26,62.99,81.94,0.9880000000000001,0.7952410770194116,75,78,138
CELL_08,moderate,139,2025-01-19 10:18:07,3.596,2.956,4.235,3.948,5.553,30.84,35.15,9.2,98.47,74.47,70.91,98.255,74.47,89.27,0.7896,0.7968847352024925,75,79,139
CELL_08,moderate,140,2025-01-19 13:05:37,3.573,2.971,4.212,5.444,7.471,37.04,41.78,22.6,99.75,54.51,41.71,98.246,54.51,77.15,1.0888,0.6122348297977305,76,79,140
CELL_08,moderate,141,2025-01-19 16:58:39,3.59,2.99,4.187,4.542,5.8,32.8,36.64,15.26,96.48,64.01,49.67,98.232,64.01,81.22,0.9084,0.9515103338632751,76,80,141
CELL_08,moderate,142,2025-01-19 19:24:40,3.588,2.976,4.225,5.052,6.905,35.82,40.94,14.5,97.6,61.24,50.8,98.229,61.24,83.1,1.0104,0.6740420939017805,77,81,142
CELL_08,moderate,143,2025-01-19 22:38:52,3.626,2.971,4.264,5.116,6.333,34.95,40.16,17.86,97.85,63.32,48.21,98.228,63.32,79.99,1.0231999999999999,1.0624486442070662,78,81,143
CELL_08,moderate,144,2025-01-20 01:23:37,3.585,2.976,4.196,4.221,5.762,37.41,43.5,17.65,96.09,68.0,56.29,98.227,68.0,78.44,0.8442000000000001,0.7916937053861131,79,81,144
CELL_08,moderate,145,2025-01-20 03:41:08,3.566,2.963,4.218,5.217,6.319,31.75,36.62,24.73,99.43,55.15,43.12,98.226,55.15,74.7,1.0433999999999999,1.1388384754990921,79,81,145
CELL_08,moderate,146,2025-01-20 07:16:43,3.571,2.98,4.206,4.694,5.853,36.36,39.52,18.07,99.42,68.61,52.99,98.207,68.61,81.35,0.9388,1.0578084555651428,79,82,146
CELL_08,moderate,147,2025-01-20 10:00:02,3.593,2.994,4.231,5.183,7.378,31.17,37.69,16.54,98.79,55.24,46.67,98.206,55.24,82.25,1.0366,0.5635535307517082,79,83,147
CELL_08,moderate,148,2025-01-20 13:08:27,3.589,3.068,4.178,5.193,6.412,37.79,41.57,11.57,97.88,58.0,49.45,98.189,58.0,86.31,1.0386,0.9105824446267429,80,84,148
CELL_08,moderate,149,2025-01-20 15:12:53,3.576,2.928,4.229,6.144,7.456,35.79,39.38,8.67,98.84,48.15,40.98,98.165,48.15,90.17,1.2288000000000001,0.9916158536585366,80,85,149
CELL_08,moderate,150,2025-01-20 18:06:17,3.674,3.073,4.243,5.117,6.227,32.37,37.11,28.96,99.28,59.83,41.03,98.152,59.83,70.32,1.0234,1.0540540540540542,80,85,150
CELL_08,moderate,151,2025-01-20 21:29:08,3.674,3.099,4.187,5.542,8.191,38.24,41.5,32.01,99.63,58.73,37.59,98.133,58.73,67.62,1.1084,0.4107210268025669,81,85,151
CELL_08,moderate,152,2025-01-21 00:57:18,3.627,2.99,4.192,4.453,5.676,34.93,40.72,10.38,98.13,67.42,59.13,98.124,67.42,87.75,0.8906000000000001,0.982829108748978,82,86,152
CELL_08,moderate,153,2025-01-21 03:42:49,3.604,2.947,4.183,5.055,6.571,36.56,41.23,12.37,96.27,53.85,49.04,98.085,53.85,83.89999999999999,1.011,0.8153034300791555,83,87,153
CELL_08,moderate,154,2025-01-21 06:50:37,3.63,3.021,4.229,4.926,6.796,33.61,40.29,29.88,96.19,57.45,41.23,98.084,57.45,66.31,0.9852000000000001,0.6459893048128343,84,87,154
CELL_08,moderate,155,2025-01-21 10:42:47,3.546,2.943,4.172,4.563,5.746,37.97,42.51,18.26,96.89,70.43,50.24,98.071,70.43,78.63,0.9126,1.0388841927303456,85,87,155
CELL_08,moderate,156,2025-01-21 13:23:46,3.583,2.958,4.241,5.153,6.495,34.6,39.65,19.73,99.85,56.1,46.87,98.062,56.1,80.11999999999999,1.0306,0.9560357675111766,85,88,156
CELL_08,moderate,157,2025-01-21 16:08:18,3.566,2.972,4.195,4.459,5.747,33.67,40.02,23.82,96.6,69.2,48.74,98.052,69.2,72.78,0.8917999999999999,0.9495341614906833,86,88,157
CELL_08,moderate,158,2025-01-21 18:34:56,3.587,2.979,4.239,4.811,6.916,32.98,36.85,22.19,98.88,65.86,47.09,98.051,65.86,76.69,0.9621999999999999,0.5985748218527314,86,88,158
CELL_08,moderate,159,2025-01-21 20:59:41,3.632,2.96,4.255,5.032,6.833,37.51,43.95,12.42,96.41,63.07,49.32,98.025,63.07,83.99,1.0064,0.7190449750138811,87,89,159
CELL_08,moderate,160,2025-01-22 00:24:17,3.609,2.953,4.265,4.084,5.692,33.3,39.74,28.67,98.68,78.8,52.07,97.994,78.8,70.01,0.8168,0.8159203980099499,87,89,160
CELL_08,moderate,161,2025-01-22 02:56:19,3.588,2.948,4.262,5.967,8.597,36.37,40.19,23.8,99.84,49.23,39.15,97.951,49.23,76.04,1.1934,0.49961977186311773,88,89,161
CELL_08,moderate,162,2025-01-22 06:02:55,3.595,2.97,4.211,4.062,5.775,39.57,42.98,22.41,97.92,75.09,56.48,97.927,75.09,75.51,0.8124,0.7244600116754233,89,89,162
CELL_08,moderate,163,2025-01-22 08:29:27,3.612,3.011,4.261,5.828,7.506,37.62,41.75,11.85,97.02,51.29,41.96,97.911,51.29,85.17,1.1656,0.7449344457687723,90,90,163
CELL_08,moderate,164,2025-01-22 12:04:37,3.563,2.954,4.229,5.167,6.875,34.12,40.49,15.66,98.36,58.6,51.19,97.894,58.6,82.7,1.0333999999999999,0.746487119437939,91,91,164
CELL_08,moderate,165,2025-01-22 14:44:14,3.624,2.983,4.202,4.192,5.219,31.97,37.91,11.94,96.92,71.5,56.47,97.866,71.5,84.98,0.8384,1.1869522882181107,91,92,165
CELL_08,moderate,166,2025-01-22 17:33:51,3.586,2.978,4.233,4.974,6.174,35.06,40.25,13.34,98.22,59.26,50.99,97.85,59.26,84.88,0.9948,1.0458333333333327,92,93,166
CELL_08,moderate,167,2025-01-22 20:44:15,3.646,3.07,4.173,4.05,5.251,36.62,39.79,13.43,98.09,78.92,59.99,97.847,78.92,84.66,0.8099999999999999,0.9184013322231471,92,94,167
CELL_08,moderate,168,2025-01-22 23:49:18,3.682,3.052,4.223,4.868,6.455,36.17,41.52,20.46,98.36,62.75,48.33,97.843,62.75,77.9,0.9736,0.7378701953371141,93,94,168
CELL_08,moderate,169,2025-01-23 02:20:53,3.646,3.085,4.202,5.378,7.565,34.44,38.64,18.56,99.8,59.43,46.27,97.822,59.43,81.24,1.0756000000000001,0.5107453132144489,93,95,169
CELL_08,moderate,170,2025-01-23 05:24:41,3.541,2.909,4.209,4.875,7.275,35.31,40.78,12.54,98.93,58.3,51.53,97.811,58.3,86.39000000000001,0.975,0.5416666666666665,94,96,170
CELL_08,moderate,171,2025-01-23 08:17:56,3.583,2.941,4.257,5.765,8.223,35.32,41.69,17.87,99.22,51.94,41.64,97.783,51.94,81.35,1.153,0.5353946297803089,95,97,171
CELL_08,moderate,172,2025-01-23 11:21:56,3.599,3.052,4.189,4.779,6.918,37.24,41.09,32.33,99.9,61.27,39.35,97.771,61.27,67.57000000000001,0.9558,0.5315568022440392,96,97,172
CELL_08,moderate,173,2025-01-23 13:47:13,3.68,3.04,4.256,5.003,7.188,36.72,39.76,27.21,97.29,60.19,43.39,97.763,60.19,70.08000000000001,1.0006,0.556521739130435,96,97,173
CELL_08,moderate,174,2025-01-23 16:20:33,3.507,2.918,4.175,4.845,6.277,38.88,43.85,10.31,97.65,67.2,52.53,97.743,67.2,87.34,0.969,0.8777932960893851,97,98,174
CELL_08,moderate,175,2025-01-23 19:18:51,3.551,2.925,4.189,3.782,4.663,37.27,42.09,18.14,98.08,81.95,62.07,97.719,81.95,79.94,0.7564,1.434733257661748,98,98,175
CELL_08,moderate,176,2025-01-23 22:55:05,3.629,2.996,4.243,4.957,6.121,36.91,42.18,19.21,98.28,63.18,46.54,97.713,63.18,79.07,0.9914,1.0713058419243984,99,98,176
CELL_08,moderate,177,2025-01-24 02:15:56,3.523,2.914,4.179,5.101,7.456,34.57,40.96,19.34,98.6,54.94,48.35,97.697,54.94,79.25999999999999,1.0202,0.5371549893842887,100,98,177
CELL_08,moderate,178,2025-01-24 04:56:11,3.592,2.991,4.213,4.69,6.843,34.09,39.33,34.91,99.98,66.39,43.35,97.678,66.39,65.07000000000001,0.9380000000000001,0.5675801207617279,100,98,178
CELL_08,moderate,179,2025-01-24 08:13:12,3.604,2.925,4.236,4.39,5.315,32.15,38.31,13.31,96.62,64.4,58.25,97.65,64.4,83.31,0.8779999999999999,1.4172972972972961,100,99,179
CELL_08,moderate,180,2025-01-24 11:33:36,3.574,2.932,4.237,4.541,6.458,33.5,37.73,20.6,98.54,60.58,50.27,97.637,60.58,77.94,0.9082000000000001,0.6807511737089204,100,99,180
CELL_08,moderate,181,2025-01-24 15:19:29,3.611,3.033,4.225,5.165,7.234,36.54,40.25,16.83,97.47,60.0,47.86,97.609,60.0,80.64,1.033,0.5761237312711454,101,100,181
CELL_08,moderate,182,2025-01-24 17:40:07,3.562,2.922,4.231,5.014,6.099,36.39,40.17,9.49,97.73,56.53,51.95,97.601,56.53,88.24000000000001,1.0028000000000001,1.2064516129032257,102,101,182
CELL_08,moderate,183,2025-01-24 20:46:15,3.572,2.939,4.208,4.352,5.782,35.79,39.63,11.71,99.51,68.77,56.02,97.582,68.77,87.80000000000001,0.8704000000000001,0.8874125874125877,102,102,183
CELL_08,moderate,184,2025-01-24 23:01:36,3.651,3.078,4.23,5.849,8.447,35.37,39.8,16.63,97.72,42.83,38.9,97.566,42.83,81.09,1.1698,0.44341801385681334,102,103,184
CELL_08,moderate,185,2025-01-25 02:41:34,3.617,2.974,4.242,5.151,6.801,29.83,33.67,26.3,99.61,63.09,45.7,97.553,63.09,73.31,1.0302,0.7684848484848482,102,103,185
CELL_08,moderate,186,2025-01-25 05:35:26,3.632,3.075,4.175,3.937,4.831,33.14,36.48,18.15,98.74,76.4,60.52,97.552,76.4,80.59,0.7874,1.2304250559284104,102,104,186
CELL_08,moderate,187,2025-01-25 08:00:36,3.587,2.94,4.271,5.158,7.159,34.36,37.61,21.27,99.57,57.35,46.96,97.549,57.35,78.3,1.0316,0.6651674162918543,102,104,187
CELL_08,moderate,188,2025-01-25 10:46:20,3.533,2.903,4.194,4.776,6.128,36.69,41.97,13.69,98.98,66.66,53.82,97.523,66.66,85.29,0.9551999999999999,0.9548816568047335,103,105,188
CELL_08,moderate,189,2025-01-25 13:47:26,3.577,2.977,4.213,4.892,7.167,38.32,43.23,12.35,99.81,65.03,56.07,97.509,65.03,87.46000000000001,0.9784,0.5432967032967035,104,106,189
CELL_08,moderate,190,2025-01-25 17:16:57,3.594,2.949,4.208,5.369,6.853,34.18,39.69,8.62,98.62,51.87,48.08,97.49,51.87,90.0,1.0737999999999999,0.8483827493261458,104,107,190
CELL_08,moderate,191,2025-01-25 20:09:08,3.624,3.083,4.181,5.461,7.363,32.87,36.72,18.72,98.16,55.93,45.16,97.485,55.93,79.44,1.0922,0.5772870662460566,104,107,191
CELL_08,moderate,192,2025-01-25 23:29:02,3.603,2.989,4.179,5.657,6.856,34.17,41.01,11.6,98.69,51.93,45.1,97.483,51.93,87.09,1.1314,0.9924937447873232,105,108,192
CELL_08,moderate,193,2025-01-26 02:16:12,3.64,3.078,4.187,4.983,7.266,33.98,38.69,19.64,97.53,63.1,44.91,97.481,63.1,77.89,0.9965999999999999,0.4857643451598775,105,108,193
CELL_08,moderate,194,2025-01-26 05:52:26,3.582,2.968,4.174,4.137,6.101,32.4,36.2,27.09,97.64,74.2,49.52,97.47,74.2,70.55,0.8273999999999999,0.6140529531568228,105,108,194
CELL_08,moderate,195,2025-01-26 09:08:30,3.618,3.046,4.237,5.174,7.552,34.5,39.58,19.67,98.66,58.47,45.35,97.451,58.47,78.99,1.0348000000000002,0.5008410428931879,105,108,195
CELL_08,moderate,196,2025-01-26 11:34:57,3.497,2.902,4.176,6.435,9.492,32.71,38.29,21.37,97.68,47.89,35.39,97.434,47.89,76.31,1.287,0.4167484461890741,105,108,196
CELL_08,moderate,197,2025-01-26 14:43:45,3.646,3.098,4.2,4.24,5.746,36.55,42.78,21.96,98.2,73.52,56.98,97.417,73.52,76.24000000000001,0.8480000000000001,0.7317397078353255,106,108,197
CELL_08,moderate,198,2025-01-26 17:51:46,3.616,3.07,4.209,5.273,6.383,32.26,38.68,12.65,96.8,61.87,47.99,97.401,61.87,84.14999999999999,1.0546,1.0261261261261256,106,109,198
CELL_08,moderate,199,2025-01-26 21:01:55,3.639,3.072,4.239,4.191,5.38,32.49,38.99,19.84,99.73,70.76,61.21,97.393,70.76,79.89,0.8382,0.9814970563498736,106,109,199
CELL_08,moderate,200,2025-01-27 00:51:12,3.582,2.979,4.243,4.686,5.828,36.66,43.32,17.98,97.83,65.62,49.12,97.376,65.62,79.85,0.9372,1.106830122591944,107,109,200
CELL_08,moderate,201,2025-01-27 03:24:17,3.664,3.083,4.216,5.549,7.019,36.59,42.36,13.53,99.6,52.64,47.37,97.372,52.64,86.07,1.1098000000000001,0.770748299319728,108,110,201
CELL_08,moderate,202,2025-01-27 06:13:26,3.666,3.025,4.252,4.592,6.128,34.0,37.14,18.54,99.46,69.22,50.34,97.371,69.22,80.91999999999999,0.9183999999999999,0.7988281249999997,108,111,202
CELL_08,moderate,203,2025-01-27 09:05:37,3.608,3.057,4.193,4.464,5.601,31.31,36.72,17.49,97.71,71.85,53.74,97.359,71.85,80.22,0.8928,0.9991204925241866,108,112,203
CELL_08,moderate,204,2025-01-27 11:51:48,3.558,2.916,4.211,5.497,7.08,36.76,42.58,20.83,98.23,49.4,45.48,97.357,49.4,77.4,1.0994,0.8180669614655718,109,112,204
CELL_08,moderate,205,2025-01-27 15:22:31,3.632,3.055,4.253,5.223,6.973,36.94,40.19,27.08,99.23,54.3,42.7,97.346,54.3,72.15,1.0446,0.6845714285714285,110,112,205
CELL_08,moderate,206,2025-01-27 18:18:19,3.554,2.953,4.225,4.826,7.123,34.59,38.25,20.24,97.88,67.08,46.37,97.315,67.08,77.64,0.9652,0.5537657814540703,110,112,206
CELL_08,moderate,207,2025-01-27 21:53:25,3.642,3.008,4.266,4.622,6.598,36.53,41.94,14.56,97.68,66.08,51.94,97.309,66.08,83.12,0.9244,0.6366396761133604,111,113,207
CELL_08,moderate,208,2025-01-28 01:35:36,3.596,2.944,4.244,4.955,7.363,34.93,39.94,18.16,99.76,62.31,50.67,97.302,62.31,81.60000000000001,0.991,0.5398671096345513,111,114,208
CELL_08,moderate,209,2025-01-28 04:44:01,3.563,2.927,4.207,6.034,7.443,32.89,36.66,13.31,98.5,45.48,43.75,97.273,45.48,85.19,1.2067999999999999,0.9084457061745919,111,115,209
CELL_08,moderate,210,2025-01-28 08:06:27,3.615,2.917,4.216,5.117,6.787,32.92,36.67,13.3,97.06,54.76,49.38,97.265,54.76,83.76,1.0234,0.7778443113772457,111,116,210
CELL_08,moderate,211,2025-01-28 11:46:08,3.574,2.91,4.262,5.521,8.062,32.56,35.74,10.81,96.73,54.22,47.75,97.264,54.22,85.92,1.1042,0.532073986619441,111,117,211
CELL_08,moderate,212,2025-01-28 13:51:52,3.591,2.982,4.235,5.863,7.361,35.46,39.43,24.27,99.89,53.38,34.08,97.255,53.38,75.62,1.1726,0.8364485981308416,111,117,212
CELL_08,moderate,213,2025-01-28 17:09:03,3.603,2.908,4.249,4.897,6.055,35.61,39.58,8.72,97.97,60.66,55.71,97.253,60.66,89.25,0.9794,1.158031088082902,111,118,213
CELL_08,moderate,214,2025-01-28 20:39:57,3.634,3.025,4.247,5.449,7.514,39.04,43.87,16.88,96.42,54.65,45.25,97.252,54.65,79.54,1.0897999999999999,0.5917675544794188,112,118,214
CELL_08,moderate,215,2025-01-28 23:27:44,3.571,2.946,4.246,4.173,5.357,34.96,39.0,25.31,97.47,68.77,53.96,97.228,68.77,72.16,0.8346,1.097972972972973,112,118,215
CELL_08,moderate,216,2025-01-29 03:08:49,3.638,3.087,4.183,5.126,6.265,33.97,37.6,13.66,96.57,56.82,48.36,97.205,56.82,82.91,1.0252000000000001,0.962247585601405,112,119,216
CELL_08,moderate,217,2025-01-29 06:44:07,3.624,3.031,4.217,5.034,6.271,33.5,39.32,17.55,98.15,56.32,49.88,97.185,56.32,80.60000000000001,1.0068,0.9587712206952299,112,120,217
CELL_08,moderate,218,2025-01-29 10:28:06,3.634,3.01,4.237,3.995,5.127,35.83,41.08,15.73,97.44,72.33,61.57,97.184,72.33,81.71,0.799,1.0839222614840995,113,121,218
CELL_08,moderate,219,2025-01-29 13:15:45,3.559,2.935,4.195,4.723,5.959,32.8,39.16,23.66,99.46,58.76,47.91,97.168,58.76,75.8,0.9446,1.0194174757281558,113,121,219
CELL_08,moderate,220,2025-01-29 15:46:18,3.569,2.92,4.205,5.279,6.714,31.27,37.52,16.79,96.2,59.19,49.52,97.165,59.19,79.41,1.0558,0.8954703832752611,113,121,220
CELL_08,moderate,221,2025-01-29 19:12:47,3.658,3.098,4.267,5.037,6.683,36.43,40.22,24.25,98.72,56.54,43.17,97.164,56.54,74.47,1.0074,0.7102065613608752,114,121,221
CELL_08,moderate,222,2025-01-29 22:03:33,3.647,3.057,4.186,5.491,7.469,33.16,37.48,21.06,98.85,54.12,43.75,97.157,54.12,77.78999999999999,1.0981999999999998,0.5707785642062688,114,121,222
CELL_08,moderate,223,2025-01-30 01:16:18,3.607,3.058,4.178,4.777,6.462,32.77,36.48,24.82,99.25,63.96,44.76,97.156,63.96,74.43,0.9554,0.6646884272997035,114,121,223
CELL_08,moderate,224,2025-01-30 04:53:33,3.608,3.0,4.198,5.617,8.132,34.91,38.84,15.0,98.29,58.39,44.72,97.129,58.39,83.29,1.1234,0.4763419483101394,114,122,224
CELL_08,moderate,225,2025-01-30 07:48:50,3.539,2.945,4.192,4.882,6.108,35.33,38.97,18.12,98.15,60.25,47.55,97.123,60.25,80.03,0.9763999999999999,1.0171288743882547,114,123,225
CELL_08,moderate,226,2025-01-30 10:27:44,3.557,2.922,4.231,5.144,6.391,36.27,39.33,16.19,97.65,58.93,45.16,97.113,58.93,81.46000000000001,1.0288,1.0497193263833198,114,124,226
CELL_08,moderate,227,2025-01-30 13:55:05,3.67,3.074,4.248,5.866,7.315,36.56,42.57,16.38,96.21,53.44,40.21,97.105,53.44,79.83,1.1732,0.8102139406487231,115,124,227
CELL_08,moderate,228,2025-01-30 16:16:59,3.641,3.062,4.227,4.885,7.166,34.06,37.77,20.01,99.09,58.22,50.67,97.095,58.22,79.08,0.977,0.51074090311267,115,124,228
CELL_08,moderate,229,2025-01-30 19:01:13,3.632,3.032,4.204,5.545,8.044,33.12,38.05,19.24,96.59,52.29,40.92,97.078,52.29,77.35000000000001,1.109,0.46898759503801496,115,124,229
CELL_08,moderate,230,2025-01-30 22:27:16,3.597,2.963,4.232,4.535,6.034,36.7,39.82,13.49,98.05,66.54,54.94,97.077,66.54,84.56,0.907,0.8465643762508341,115,125,230
CELL_08,moderate,231,2025-01-31 01:38:31,3.675,3.094,4.212,5.559,7.642,36.21,41.11,23.19,99.97,53.46,43.08,97.076,53.46,76.78,1.1118000000000001,0.5367258761401823,116,125,231
CELL_08,moderate,232,2025-01-31 04:39:54,3.65,3.089,4.189,4.473,5.464,36.11,41.59,23.08,97.58,69.92,47.72,97.055,69.92,74.5,0.8946,1.1099899091826433,117,125,232
CELL_08,moderate,233,2025-01-31 08:22:46,3.627,3.08,4.191,5.286,7.197,35.25,40.0,13.94,99.24,58.01,48.78,97.054,58.01,85.3,1.0572,0.5813710099424383,117,126,233
CELL_08,moderate,234,2025-01-31 11:53:49,3.628,3.055,4.184,4.996,6.432,38.75,43.53,9.56,97.14,55.44,54.85,97.036,55.44,87.58,0.9992000000000001,0.7862116991643454,118,127,234
CELL_08,moderate,235,2025-01-31 14:57:56,3.685,3.059,4.259,5.355,6.758,34.84,39.4,9.98,96.98,52.08,47.45,97.013,52.08,87.0,1.0710000000000002,0.8553100498930867,118,128,235
CELL_08,moderate,236,2025-01-31 17:24:34,3.573,2.953,4.19,5.159,6.958,41.67,46.0,19.45,98.6,62.16,47.16,96.992,62.16,79.14999999999999,1.0318,0.6876042245692052,119,128,236
CELL_08,moderate,237,2025-01-31 21:04:26,3.597,2.972,4.186,5.252,6.911,33.38,39.35,13.98,96.57,56.62,44.0,96.976,56.62,82.58999999999999,1.0504,0.7317661241711876,119,129,237
CELL_08,moderate,238,2025-02-01 00:14:57,3.634,3.011,4.246,4.812,6.105,33.19,38.61,25.46,96.37,63.31,44.86,96.97,63.31,70.91,0.9624,0.9551430781129159,119,129,238
CELL_08,moderate,239,2025-02-01 04:13:00,3.618,2.971,4.262,4.351,5.934,40.0,43.03,21.58,96.27,70.5,53.75,96.952,70.5,74.69,0.8702,0.8155401137081486,120,129,239
CELL_08,moderate,240,2025-02-01 08:00:52,3.615,3.005,4.193,4.321,6.183,33.41,38.57,18.24,98.83,65.45,54.75,96.951,65.45,80.59,0.8642,0.6380236305048334,120,130,240
CELL_08,moderate,241,2025-02-01 11:23:04,3.633,3.079,4.203,4.072,5.257,34.47,37.5,11.86,96.75,73.93,66.04,96.945,73.93,84.89,0.8144,0.9485232067510553,120,131,241
CELL_08,moderate,242,2025-02-01 14:36:04,3.563,2.926,4.18,5.659,7.548,33.41,39.02,15.56,96.53,54.43,43.13,96.927,54.43,80.97,1.1318,0.6638433033350977,120,132,242
CELL_08,moderate,243,2025-02-01 18:30:13,3.584,3.017,4.189,4.954,7.32,35.53,41.03,15.39,97.46,66.91,48.71,96.904,66.91,82.07,0.9907999999999999,0.4953508030431107,121,133,243
CELL_08,moderate,244,2025-02-01 21:59:28,3.604,2.941,4.23,4.581,6.114,37.32,42.58,20.19,98.48,60.88,56.52,96.886,60.88,78.29,0.9162000000000001,0.840834964122636,122,133,244
CELL_08,moderate,245,2025-02-02 01:04:12,3.614,2.982,4.232,4.397,6.347,35.13,39.49,29.56,99.52,67.92,49.54,96.861,67.92,69.96,0.8794000000000001,0.641025641025641,122,133,245
CELL_08,moderate,246,2025-02-02 04:30:40,3.595,2.933,4.232,5.261,7.01,37.63,40.7,11.8,96.34,54.54,50.43,96.85,54.54,84.54,1.0522,0.742710120068611,123,134,246
CELL_08,moderate,247,2025-02-02 08:31:39,3.622,3.01,4.25,4.207,5.919,31.92,38.28,14.4,96.57,71.26,58.28,96.823,71.26,82.16999999999999,0.8413999999999999,0.724299065420561,123,135,247
CELL_08,moderate,248,2025-02-02 11:03:27,3.653,3.065,4.208,5.48,6.945,32.31,35.39,23.48,97.12,55.95,40.03,96.808,55.95,73.64,1.096,0.7802047781569968,123,135,248
CELL_08,moderate,249,2025-02-02 14:04:43,3.563,2.931,4.177,4.552,5.609,35.88,40.55,26.41,98.04,63.14,45.51,96.807,63.14,71.63000000000001,0.9103999999999999,1.1788079470198667,124,135,249
CELL_08,moderate,250,2025-02-02 17:54:35,3.573,2.912,4.267,4.815,6.694,34.87,40.33,22.03,99.52,62.05,49.2,96.792,62.05,77.49,0.9630000000000001,0.7211282597126135,125,135,250
CELL_08,moderate,251,2025-02-02 20:26:50,3.536,2.945,4.179,5.556,7.197,37.05,41.72,19.14,98.12,52.98,42.35,96.786,52.98,78.98,1.1112,0.751980499695308,126,135,251
CELL_08,moderate,252,2025-02-03 00:10:36,3.635,3.091,4.176,5.11,6.23,36.33,42.95,16.32,99.64,64.14,50.48,96.77,64.14,83.32,1.022,0.9687499999999999,127,136,252
CELL_08,moderate,253,2025-02-03 03:40:10,3.592,2.977,4.232,5.194,7.055,32.57,36.01,9.61,99.16,59.89,52.44,96.757,59.89,89.55,1.0388,0.6743686190220314,127,137,253
CELL_08,moderate,254,2025-02-03 06:53:05,3.573,2.931,4.246,5.165,6.633,33.97,40.73,11.93,98.82,61.63,48.88,96.738,61.63,86.88999999999999,1.033,0.8957765667574935,128,138,254
CELL_08,moderate,255,2025-02-03 09:47:31,3.669,3.035,4.252,5.076,6.107,34.53,38.54,16.98,98.55,58.96,48.02,96.732,58.96,81.57,1.0151999999999999,1.180407371483995,128,139,255
CELL_08,moderate,256,2025-02-03 13:18:26,3.639,3.065,4.175,4.33,5.344,35.05,38.12,19.15,96.45,68.49,54.7,96.723,68.49,77.30000000000001,0.866,1.0946745562130173,128,139,256
CELL_08,moderate,257,2025-02-03 15:57:47,3.572,2.912,4.226,5.285,6.433,34.5,40.84,26.42,96.55,55.9,38.44,96.716,55.9,70.13,1.057,1.1445993031358888,129,139,257
CELL_08,moderate,258,2025-02-03 18:10:44,3.613,3.004,4.223,5.316,7.341,34.74,39.97,19.02,96.35,55.68,41.66,96.714,55.68,77.33,1.0632,0.6019753086419751,129,139,258
CELL_08,moderate,259,2025-02-03 21:19:54,3.682,3.083,4.225,4.108,5.467,35.31,41.71,18.95,96.51,75.54,58.94,96.706,75.54,77.56,0.8215999999999999,0.840323767476085,130,139,259
CELL_08,moderate,260,2025-02-03 23:31:21,3.645,3.055,4.246,5.703,7.96,38.72,42.86,14.51,98.34,53.43,42.5,96.705,53.43,83.83,1.1406,0.527691626052282,131,140,260
CELL_08,moderate,261,2025-02-04 02:11:44,3.625,3.024,4.242,5.074,7.496,34.22,38.3,17.82,99.13,61.14,46.79,96.704,61.14,81.31,1.0148,0.5028901734104045,131,141,261
CELL_08,moderate,262,2025-02-04 05:12:06,3.593,2.975,4.24,5.195,6.902,36.46,40.23,12.79,99.5,58.67,51.7,96.703,58.67,86.71000000000001,1.0390000000000001,0.7410661980082016,132,142,262
CELL_08,moderate,263,2025-02-04 07:47:43,3.648,3.046,4.239,4.904,5.959,35.08,38.53,7.25,96.66,68.78,54.81,96.662,68.78,89.41,0.9808,1.130805687203792,132,143,263
CELL_08,moderate,264,2025-02-04 10:45:21,3.674,3.053,4.251,5.748,8.009,35.9,40.54,20.27,99.5,53.63,43.01,96.629,53.63,79.23,1.1496,0.5298540468819108,133,143,264
